Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,"On November 7, all 100 seats in the Virginia House of Delegates and all 40 seats in the Virginia Senate will be up for election. Do you plan to vote in the November general election?",How do you plan to vote in the general election?,"If the November 7 general election for the Virginia General Assembly were held today, which Party’s candidate would you most likely support?",Do you approve or disapprove of Governor Glenn Youngkin’s job performance?,Do you approve or disapprove of President Joe Biden’s job performance?,"Microschools, sometimes referred to as learning pods, is the reimagining of the one-room schoolhouse, where class sizes are usually fewer than 15 students of varying ages, and the schedule and curriculum are tailored to fit each individual class. Would you support or oppose micro-schools in your area?","School choice allows parents to use tax dollars designated for their child’s education to send their child to the public, private, or micro-school that they believe is best for their child. Do you support or oppose school choice?","Do you believe parents should have access to as many quality school options, such as public, private, charter, and hybrid-school models, for their child?","Recently, schools have been accused of excluding parents from their child’s education. Do you agree that parents should have a significant influence on their children’s education, or should they defer to teachers and administrators?","According to a 2014 study, a school choice program centered on tax credits found that students who didn’t utilize the choice options and remained in public schools suffered no adverse effects, and evidence suggests these students actually benefited from this program. Does knowing this make you more or less likely to support school choice?","Property taxes determine the bulk of local school district funding, meaning that areas with lower property values receive less local funding for their schools than more affluent districts. Knowing that a child’s residence determines the public school they are assigned to, are you more or less likely to support school choice?","According to a study, school choice improves residential home values. Does knowing this make you more or less likely to support school choice?",Statewide studies have shown that increased school choice options have positively affected test scores in reading and math. Does knowing this make you more or less likely to support school choice?,Are you more or less likely to support your state delegate or state senator if they voted for school choice?,"Education Savings Accounts are taxpayer funds allocated for a student’s education and can be used for any education-related expenses – including online homeschool programs, private school tuition, tutoring, and school supplies. Do you support or oppose Education Savings Accounts?",School voucher programs assist low-income families by allowing for public education funds to pay for a child’s tuition at a school of their choice. Do you support school voucher programs?,"Intra-district school choice allows families to choose any school in their district, whereas inter-district school choice allows families to choose from any school in a defined region or statewide. Would you support either of these options?","Do you personally identify with this statement: “I used to have doubts about school choice, but I am more open to the idea of creating an option for kids who are struggling.”",Do you think Virginia has enough school choice options for families working to educate their children?,Do you agree or disagree with the following statement: “School choice is a partisan issue.”,"Virginia Republicans have proposed a plan that would allow for abortions until 15 weeks of pregnancy. After 15 weeks, abortions would still be allowed in cases of rape, incest, and the life of the mother. Do you support this plan?",Do you support building a casino in Richmond?,What ideology is most in line with your views?,What is the highest level of education you have completed so far?,What is your age?,Are you male or female?,What is your Race?,What Party do you most align with?,Completion Code
161,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rtbk,1696705446_6521aba6656770.97982530,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,174.206.48.150,-79.28150177,37.33710098,United States,Forest,VA,24551,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,Unsure,Agree,Oppose,No,Conservative,College,55 – 64,Female,White,Republican,rtbk
162,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ziuh,1696705433_6521ab99a04b28.67078266,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Safari/605.1.15",,71.63.38.239,-78.86930084,38.44749832,United States,Harrisonburg,VA,22801,I already voted,Vote early by mail,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Unsure,Support,Yes,Conservative,Graduate degree or higher,65 or older,Male,White,Republican,ziuh
163,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=jqdx,1696705279_6521aaff41e982.96215582,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,71.115.27.126,-77.50340271,37.51470184,United States,Richmond,VA,23225,Yes,I already voted,Democrat,Disapprove,Approve,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Moderate,High School,65 or older,Female,African American,Democrat,jqdx
164,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=xgdx,1696705589_6521ac35aca2b9.72939522,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",,108.56.220.52,-77.53420258,39.01269913,United States,Ashburn,VA,20148,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Unsure,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,More likely,Makes no difference,Unsure,Yes,Unsure,Yes,Unsure,Disagree,Support,Unsure,Moderate,Graduate degree or higher,45 – 54,Male,White,Independent,xgdx
165,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=vsqz,1696705351_6521ab47bc2c93.77320074,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1",,104.28.76.230,-97.8219986,37.75099945,United States,,,,Yes,Vote early in person,Democrat,Approve,Approve,Oppose,Unsure,Unsure,Parents should defer to teachers and administrators,Less likely,More likely,More likely,More likely,Makes no difference,Unsure,Yes,"Yes, I support both",Yes,Unsure,Unsure,Oppose,Yes,Moderate,College,55 – 64,Female,White,Independent,vsqz
166,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ymkq,1696705610_6521ac4ad9fe09.24934190,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,166.137.240.54,-76.53890228,39.33610153,United States,Baltimore,MD,21206,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Unsure,Unsure,Parents should defer to teachers and administrators,Makes no difference,,Makes no difference,Makes no difference,Makes no difference,Unsure,Yes,Unsure,No,,Agree,Unsure,No,Liberal,College,,Female,White,Democrat,ymkq
167,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=navi,1696705412_6521ab8496eaf8.53096890,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",,98.117.88.235,-77.56620026,37.51150131,United States,Richmond,VA,23235,Yes,Vote on Election Day,Democrat,Approve,Approve,Support,Unsure,Unsure,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Support,No,"Yes, I support both",No,"Yes, there are enough choices already",Disagree,Oppose,No,Moderate,College,55 – 64,Male,African American,Democrat,navi
168,10/7/23 14:09,10/7/23 14:09,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=swvp,1696705594_6521ac3a5880d9.77752670,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,162.245.130.161,-77.46019745,37.55369949,United States,Richmond,VA,23220,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Oppose,Unsure,Parents should defer to teachers and administrators,Less likely,Less likely,More likely,More likely,Less likely,Unsure,Unsure,"Yes, I support both",Yes,Unsure,Agree,Oppose,Yes,Liberal,Graduate degree or higher,18 – 34,Female,White,Democrat,swvp
169,10/7/23 14:10,10/7/23 14:10,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=zlsg,1696705364_6521ab54130764.41985766,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,96.248.214.23,-76.0236969,36.82820129,United States,Virginia Beach,VA,23454,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Oppose,Yes,Parents should defer to teachers and administrators,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,,,Oppose,Unsure,Liberal,Graduate degree or higher,65 or older,Female,White,Democrat,zlsg
170,10/7/23 14:10,10/7/23 14:10,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ejcw,1696705560_6521ac181eee70.00963940,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,174.206.99.194,-77.33860016,37.34749985,United States,Chester,VA,23836,No,Undecided,,Disapprove,Disapprove,Support,Support,Yes,Parents should have a significant influence,More likely,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Disagree,Support,Yes,Moderate,,,,,,ejcw
171,10/7/23 14:10,10/7/23 14:10,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=kbki,1696705642_6521ac6a15a787.06565343,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",,71.191.196.34,-77.4917984,38.7492981,United States,Manassas,VA,20110,Yes,Vote early in person,Democrat,Approve,Approve,Support,Support,Yes,Unsure,Less likely,Makes no difference,Makes no difference,Makes no difference,Less likely,Unsure,Unsure,Unsure,Yes,Unsure,Agree,Oppose,Yes,Liberal,Graduate degree or higher,45 – 54,Male,White,Democrat,kbki
172,10/7/23 21:57,10/7/23 21:57,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=sfif,1696705800_6521ad08079f17.52085133,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.59.113.225,-97.8219986,37.75099945,United States,,,,,Vote early in person,,,,,,,,,,,,,,,,,,,,,,,,,,,sfif
173,10/7/23 14:11,10/7/23 14:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=iotz,1696705476_6521abc445cef6.31854672,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,96.228.58.142,-77.52089691,37.58050156,United States,Richmond,VA,23226,Yes,Vote on Election Day,Republican,Approve,Approve,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,More likely,Support,Yes,"Yes, I support both",Yes,"Yes, there are enough choices already",Disagree,Oppose,No,Moderate,Graduate degree or higher,55 – 64,Male,White,Republican,iotz
174,10/7/23 14:11,10/7/23 14:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=wrje,1696705634_6521ac62e1c3b9.94164022,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,174.206.98.53,-76.16239929,36.83660126,United States,Virginia Beach,VA,23462,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,Unsure,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Less likely,Oppose,Unsure,"No, I oppose both school choice options",No,"Yes, there are enough choices already",Agree,Oppose,No,Liberal,College,65 or older,Male,White,Democrat,wrje
175,10/7/23 14:11,10/7/23 14:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=dbtw,1696705535_6521abff219e33.71471977,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Mobile/15E148 Safari/604.1",,166.182.255.92,-70.16480255,44.08269882,United States,,ME,,Yes,Vote early in person,Democrat,Approve,Approve,Unsure,Unsure,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Unsure,Unsure,Moderate,College,35 – 44,Male,Other,Other,dbtw
176,10/7/23 14:11,10/7/23 14:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lmpo,1696705649_6521ac7177f020.31109779,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-S908U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",,174.206.96.136,-76.5114975,37.11000061,United States,Newport News,VA,23602,Yes,Vote on Election Day,Republican,Approve,Disapprove,Oppose,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,Makes no difference,More likely,Support,Yes,"Yes, I just support intra-district school choice",No,"No, families should have more choices",Unsure,Oppose,No,Moderate,College,45 – 54,Male,White,Republican,lmpo
177,10/7/23 14:11,10/7/23 14:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=jdof,1696705247_6521aadfeb18e1.00395676,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Mobile/15E148 Safari/604.1",,174.206.104.98,-76.5114975,37.11000061,United States,Newport News,VA,23602,Yes,Vote early in person,Republican,Approve,Disapprove,Unsure,Unsure,Yes,Parents should have a significant influence,More likely,Makes no difference,Makes no difference,More likely,More likely,Unsure,Unsure,Unsure,Yes,"No, families should have more choices",,Support,No,Conservative,College,65 or older,Female,White,Republican,jdof
178,10/9/23 7:57,10/9/23 7:57,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ksag,1696705646_6521ac6ecc9113.68281876,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",,174.206.33.139,-79.17030334,37.54140091,United States,Monroe,VA,24574,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Support,Oppose,Yes,,Makes no difference,More likely,Makes no difference,More likely,Less likely,Oppose,No,"Yes, I just support intra-district school choice",No,"No, families should have more choices",Agree,Oppose,No,Moderate,Graduate degree or higher,65 or older,Male,White,Democrat,ksag
179,10/7/23 14:12,10/7/23 14:12,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=nseo,1696705660_6521ac7c6be200.94687675,"Mozilla/5.0 (Linux; Android 13; SM-A515U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",,174.193.81.108,-97.8219986,37.75099945,United States,,,,I already voted,Vote early in person,Democrat,Disapprove,Disapprove,Support,Oppose,Yes,Parents should defer to teachers and administrators,More likely,Less likely,More likely,More likely,More likely,Support,Yes,Unsure,Yes,"No, families should have more choices",Agree,Unsure,Unsure,Moderate,College,65 or older,Male,African American,Democrat,nseo
180,10/7/23 14:12,10/7/23 14:12,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=jhmr,1696705593_6521ac3967f1a2.67047017,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,174.179.34.34,-97.8219986,37.75099945,United States,,,,No,Undecided,Republican,Approve,Disapprove,Unsure,Unsure,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,Makes no difference,Unsure,No,"No, I oppose both school choice options",No,Unsure,Unsure,Support,Yes,Conservative,College,55 – 64,Female,White,Republican,jhmr
181,10/7/23 14:13,10/7/23 14:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qnoa,1696705320_6521ab28017a25.50601934,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.58.240.74,-73.90809631,40.81420135,United States,Bronx,NY,10455,Yes,Vote early by mail,Democrat,Disapprove,Approve,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Agree,Support,No,Moderate,Graduate degree or higher,45 – 54,Male,Other,Democrat,qnoa
182,10/7/23 14:13,10/7/23 14:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=ibpg,1696705212_6521aabc0f2255.47833683,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,73.31.105.26,-77.47000122,37.49280167,United States,Richmond,VA,23224,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Less likely,Less likely,Makes no difference,Makes no difference,Oppose,Yes,"Yes, I just support intra-district school choice",No,"Yes, there are enough choices already",Disagree,Support,No,Moderate,Graduate degree or higher,55 – 64,Male,Other,Independent,ibpg
183,10/7/23 14:13,10/7/23 14:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=rlqf,1696705773_6521aced3a3507.13376080,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,172.56.3.7,-76.2193985,36.85309982,United States,Norfolk,VA,23502,Yes,Vote early in person,Republican,Approve,Disapprove,Support,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Unsure,Unsure,Unsure,Moderate,High School,35 – 44,Male,White,Republican,rlqf
184,10/7/23 18:12,10/7/23 18:12,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=nuib,1696705662_6521ac7e38cbc9.66963006,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,174.243.146.190,-97.8219986,37.75099945,United States,,,,Yes,Vote early by mail,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,More likely,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Agree,Support,Yes,Conservative,College,35 – 44,Male,White,Republican,nuib
185,10/8/23 19:11,10/8/23 19:11,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=qblp,1696705549_6521ac0d1772b2.20992492,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.2 Mobile/15E148 Safari/604.1",,24.233.223.2,-76.47250366,37.55789948,United States,Hartfield,VA,23071,Yes,Vote early in person,Democrat,Disapprove,Approve,Support,Support,Yes,Parents should have a significant influence,Less likely,Less likely,Makes no difference,More likely,More likely,Support,Yes,"Yes, I support both",No,"Yes, there are enough choices already",Agree,Oppose,No,Moderate,Graduate degree or higher,65 or older,Male,White,Independent,qblp
186,10/7/23 14:13,10/7/23 14:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=khis,1696705771_6521aceba2cfa2.17347007,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",,96.228.34.212,-77.39499664,37.46120071,United States,Henrico,VA,23231,Yes,Vote on Election Day,Republican,Approve,Approve,Support,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,More likely,More likely,More likely,Support,Yes,"Yes, I support both",No,"No, families should have more choices",Disagree,Support,No,Conservative,College,18 – 34,Male,White,Republican,khis
187,10/7/23 14:13,10/7/23 14:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=nqve,1696705790_6521acfe017118.17342617,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,172.59.113.154,-97.8219986,37.75099945,United States,,,,Yes,Vote on Election Day,Democrat,Disapprove,Approve,Oppose,Oppose,No,Parents should defer to teachers and administrators,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Makes no difference,Oppose,No,"Yes, I just support inter-district school choice",No,Unsure,Agree,Oppose,No,Liberal,College,35 – 44,Male,White,Democrat,nqve
188,10/7/23 14:13,10/7/23 14:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=tvjq,1696705798_6521ad06a77346.72601374,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,68.10.2.197,-76.5440979,37.41490173,United States,Gloucester,VA,23061,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Oppose,No,Parents should defer to teachers and administrators,More likely,More likely,More likely,More likely,More likely,Oppose,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Moderate,Graduate degree or higher,65 or older,Female,White,Republican,tvjq
189,10/7/23 14:13,10/7/23 14:13,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=szsi,1696705833_6521ad294ad8a0.21759909,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36",,174.216.182.105,-97.8219986,37.75099945,United States,,,,Yes,I already voted,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,Makes no difference,Makes no difference,More likely,More likely,Support,Yes,"Yes, I just support intra-district school choice",Yes,"No, families should have more choices",Disagree,Support,No,Moderate,Graduate degree or higher,45 – 54,Male,White,Republican,szsi
190,10/7/23 14:14,10/7/23 14:14,Complete,,,,English,http://a.publicstream.org/s3/f8v?a=lhnt,1696705150_6521aa7e129972.15405441,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,173.53.4.179,-77.56620026,37.51150131,United States,Richmond,VA,23235,Yes,Vote on Election Day,Republican,Approve,Disapprove,Unsure,Support,Yes,Parents should have a significant influence,Makes no difference,More likely,More likely,More likely,More likely,Support,Yes,"Yes, I support both",Yes,"No, families should have more choices",Disagree,Support,No,Moderate,College,45 – 54,Male,White,Republican,lhnt
